4.990397e-01, 2.697560e-02, -4.496051e-02, -2.942775e-02, 2.697560e-02, 6.987454e-01, -1.242122e-01, -2.462629e-02, -4.496051e-02, -1.242122e-01, 1.129983e+00, 7.463045e-02, -2.942775e-02, -2.462629e-02, 7.463045e-02, 7.250981e-01
3.005489e-01, 1.275369e-02, -3.163493e-02, 8.976953e-03, 1.275369e-02, 6.766416e-01, -1.857814e-01, -4.718779e-02, -3.163493e-02, -1.857814e-01, 1.224757e+00, -6.230201e-02, 8.976953e-03, -4.718779e-02, -6.230201e-02, 5.853053e-01
1.827402e-01, 7.377751e-03, -4.547104e-03, -1.179380e-02, 7.377751e-03, 4.711044e-01, -1.400092e-01, -1.953678e-02, -4.547104e-03, -1.400092e-01, 1.163252e+00, -2.920466e-01, -1.179380e-02, -1.953678e-02, -2.920466e-01, 6.213972e-01
1.116158e-01, 3.793349e-03, -2.214782e-02, 4.538151e-03, 3.793349e-03, 4.230898e-01, -1.810412e-01, -4.344738e-03, -2.214782e-02, -1.810412e-01, 9.752969e-01, -1.494347e-01, 4.538151e-03, -4.344738e-03, -1.494347e-01, 4.436139e-01
7.398208e-02, 1.468548e-03, -9.498318e-03, 5.031994e-03, 1.468548e-03, 3.000436e-01, -1.678848e-01, -3.084532e-02, -9.498318e-03, -1.678848e-01, 8.740748e-01, -5.748267e-03, 5.031994e-03, -3.084532e-02, -5.748267e-03, 3.613580e-01
5.344715e-02, -4.829385e-03, 1.328542e-02, -7.546025e-03, -4.829385e-03, 2.507616e-01, -1.061948e-01, -3.362734e-02, 1.328542e-02, -1.061948e-01, 9.326148e-01, -1.377626e-01, -7.546025e-03, -3.362734e-02, -1.377626e-01, 2.845250e-01
4.606126e-02, 7.640913e-03, 5.454464e-03, -2.914610e-03, 7.640913e-03, 1.940100e-01, -6.338873e-02, 1.279759e-03, 5.454464e-03, -6.338873e-02, 8.573850e-01, -1.285180e-01, -2.914610e-03, 1.279759e-03, -1.285180e-01, 2.459932e-01
4.834033e-02, 3.140811e-04, -5.352956e-03, 5.921129e-03, 3.140811e-04, 1.575092e-01, -4.843176e-02, -5.704917e-03, -5.352956e-03, -4.843176e-02, 1.087933e+00, -2.841739e-01, 5.921129e-03, -5.704917e-03, -2.841739e-01, 3.029264e-01
3.994738e-02, -3.076914e-03, 3.893261e-02, 9.649828e-03, -3.076914e-03, 1.203270e-01, -2.487377e-02, 2.583452e-03, 3.893261e-02, -2.487377e-02, 1.379855e+00, -2.776891e-01, 9.649828e-03, 2.583452e-03, -2.776891e-01, 2.355564e-01
3.618483e-02, 1.204825e-02, 6.084891e-03, 1.610757e-02, 1.204825e-02, 1.314162e-01, 6.699577e-03, -7.890334e-03, 6.084891e-03, 6.699577e-03, 1.393684e+00, -3.210943e-01, 1.610757e-02, -7.890334e-03, -3.210943e-01, 2.138316e-01
2.915272e-02, 5.406590e-03, 1.825830e-02, 1.213401e-02, 5.406590e-03, 1.092494e-01, 1.066915e-01, -4.940874e-02, 1.825830e-02, 1.066915e-01, 1.532916e+00, -3.606625e-01, 1.213401e-02, -4.940874e-02, -3.606625e-01, 2.076173e-01
2.688148e-02, 1.169005e-02, 3.452250e-02, -5.088210e-04, 1.169005e-02, 8.211250e-02, 1.251090e-01, -5.906629e-02, 3.452250e-02, 1.251090e-01, 1.377055e+00, -3.133647e-01, -5.088210e-04, -5.906629e-02, -3.133647e-01, 1.984407e-01
1.920585e-02, 9.326027e-03, 4.496371e-02, -8.742080e-03, 9.326027e-03, 7.266108e-02, 1.761780e-01, -6.159556e-02, 4.496371e-02, 1.761780e-01, 1.553705e+00, -3.299157e-01, -8.742080e-03, -6.159556e-02, -3.299157e-01, 1.924335e-01
9.334240e-03, -4.902959e-04, 7.657392e-03, 1.603879e-03, -4.902959e-04, 9.697378e-02, 3.103043e-01, -9.799294e-02, 7.657392e-03, 3.103043e-01, 1.907967e+00, -5.018841e-01, 1.603879e-03, -9.799294e-02, -5.018841e-01, 2.370170e-01
5.584877e-03, -1.487333e-04, 7.599794e-03, 1.519122e-03, -1.487333e-04, 9.126454e-02, 2.640537e-01, -9.383501e-02, 7.599794e-03, 2.640537e-01, 1.485861e+00, -4.354374e-01, 1.519122e-03, -9.383501e-02, -4.354374e-01, 2.105794e-01
